"WINE_NUM","WINE_TITLE","WINENERY","WINE_GRAPES","WINE_REGIONS","WINE_ALLERGENS","WINETYPE","WINE_REGION","WINE_COUNTRY","WINE_PRICE","WINE_ALCOHOL","WINESTYLE","WINE_IMAGENAME"
701,"Brut (Carte Jaune) ChampagneN.V.","Veuve Clicquot","100% Pinot Noir","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",71094,14,"French Champagne","s2PDIn8CQm-hAVb8u00QQw_pb_x600.png"
702,"Brut Cuv?e Champagne Ros?N.V.","Laurent-Perrier","100% Pinot Noir","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",90845,12,"French Champagne","vx32r_0PT0GQIAcjiUL0Ig_pb_x600.png"
703,"Brut (R de Ruinart) ChampagneN.V.","Ruinart","57% Pinot Nero, 40% Chardonnay, 3% Pinot Meunier","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",84556,12,"French Champagne","OtiVflrBQWiLs0TGB3vlbg_pb_x600.png"
704,"Brut Ros? ChampagneN.V.","Veuve Clicquot","100% Pinot Noir","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",75211,12,"French Champagne","UdM573U6TZ6mYSch-4Qfig_pb_x600.png"
705,"Blanc de Blancs Brut Champagne Grand CruN.V.","Billecart-Salmon","100% Chardonnay","France / Champagne / Champagne Grand Cru","Contains sulfites","Sparkling wine","Champagne Grand Cru","France",99674,12,"French Champagne","p8xBSEKOSc-7SVQmUHnOFA_pb_x600.png"
706,"Grand Vintage Brut Champagne2012","Mo?t & Chandon","41% Chardonnay, 33% Pinot Noir, 26% Pinot Meunier","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",88819,12.5,"French Champagne","QRhTyEmKR8Wi_C1N2uqBWg_pb_x600.png"
707,"Brut Sous Bois ChampagneN.V.","Billecart-Salmon","Pinot Meunier, Pinot Noir, Chardonnay","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",92037,12,"French Champagne","hvE63hcKRjSna1wvL5SIrw_pb_x600.png"
708,"Sauternes (Premier Grand Cru Class?)1999","Ch?teau Suduiraut","Sauvignon Blanc, S?millon","France / Bordeaux / Sauternes","Contains sulfites","Dessert wine","Sauternes","France",87009,14,"Bordeaux Sauternes","yyAgH9OpQjKEBxg1N1RBmA_pb_x600.png"
709,"Pauillac de Latour2010","Ch?teau Latour","100% Cabernet Sauvignon","France / Bordeaux / M?doc / Pauillac","Contains sulfites","Red wine","Pauillac","France",68776,13.5,"Bordeaux Pauillac","628--N2ISnyvIm9IayBzrw_pb_x600.png"
710,"Ros? Brut Champagne (Vintage)2014","Louis Roederer","100% Pinot Noir","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",90160,12,"French Champagne","gf5NnzjVTU283WvkoMBU3A_pb_x600.png"
711,"Brut Champagne (Vintage)2013","Louis Roederer","70% Pinot Noir, 30% Chardonnay","France / Champagne","Contains sulfites, egg allergens","Sparkling wine","Champagne","France",90160,12,"French Champagne","cNrOMe0ITD6FoW2zcwVkwg_pb_x600.png"
712,"Shaman Champagne Grand CruN.V.","Marguet","70% Chardonnay, 30% Pinot Nero","France / Champagne / Champagne Grand Cru","Contains sulfites","Sparkling wine","Champagne Grand Cru","France",61805,,"French Champagne","5Q-DBV3ARCOgGeJl-Eqpkg_pb_x600.png"
713,"Sauternes2007","Ch?teau Raymond-Lafon","100% S?millon","France / Bordeaux / Sauternes","Contains sulfites","Dessert wine","Sauternes","France",78563,13.5,"Bordeaux Sauternes","G3BbcHBuTvW8CKw0xgyiFQ_pb_x600.png"
714,"Haut-M?doc (Grand Cru Class?)2002","Ch?teau La Lagune","100% Cabernet Sauvignon","France / Bordeaux / M?doc / Haut-M?doc","Contains sulfites","Red wine","Haut-M?doc","France",74340,13,"Bordeaux M?doc","5PmFq7XiRCWHNs2QL_A_8A_pb_x600.png"
715,"Bacharacher Wolfsh?hle Riesling Auslese1992","Ratzenberger","Riesling","Germany / Mittelrhein","Contains sulfites","White wine","Mittelrhein","Germany",46722,,"German Riesling","pejaL6WGT6aoSKSUTxiooQ_pb_x600.png"
716,"Wehlener Sonnenuhr Riesling Sp?tlese2016","Joh. Jos. Pr?m","100% Riesling","Germany / Mosel / Wehlen","Contains sulfites","White wine","Wehlen","Germany",56978,8,"German Riesling","H6y8DYFpT-OkXnzNtyO43g_pb_x600.png"
717,"Alte Reben Sp?tburgunder2003","Bernhard Huber","Sp?tburgunder","Germany / Baden","Contains sulfites","Red wine","Baden","Germany",77009,,"German Sp?tburgunder","nxnADVKNSZGed7sfemEPDg_pb_x600.png"
718,"Ungeheuer GG2015","Von Winning","Pinot Gris","Germany / Pfalz","Contains sulfites","White wine","Pfalz","Germany",93181,,"German Riesling","mBx4xd4WQ_WzozRiypBFKQ_pb_x600.png"
719,"Felsenberg GG2018","D?nnhoff","100% Riesling","Germany / Nahe","Contains sulfites","White wine","Nahe","Germany",71189,13,"German Riesling","sFH7_qcgRyCVtMD6G9VnRw_pb_x600.png"
720,"Pettenthal Riesling GG2015","K?hling-Gillot","100% Riesling","Germany / Rheinhessen","Contains sulfites, egg allergens","White wine","Rheinhessen","Germany",61738,13,"German Riesling","5_zo7EDfSh24FLcI-ONgGw_pb_x600.png"
721,"St. Jost GG2013","Ratzenberger","Riesling","Germany / Mittelrhein","Contains sulfites","White wine","Mittelrhein","Germany",49940,,"German Riesling","eWyTc5HbS5qb3sLTBcxpCw_150x200.jpg"
722,"Nonnenberg Monopol Riesling2018","Georg Breuer","100% Riesling","Germany / Rheingau","Contains sulfites","White wine","Rheingau","Germany",89422,11.5,"German Riesling","kOQQ-gI2Q7eriR7uUhG7nw_pb_x600.png"
723,"Riesling Scharzhof2018","Egon M?ller - Scharzhof","100% Riesling","Germany / Mosel / Wiltingen","Contains sulfites","White wine","Wiltingen","Germany",59392,10.5,"German Riesling","h9KO_iWpSIyfBHnQ5SGsYw_pb_x600.png"
724,"Wehlener Sonnenuhr Riesling Auslese2015","Joh. Jos. Pr?m","100% Riesling","Germany / Mosel / Wehlen","Contains sulfites","White wine","Wehlen","Germany",70318,7.5,"German Riesling","z7B_lm7URWy88F0inHlZ-w_pb_x600.png"
725,"Halenberg Riesling GG2018","Emrich-Sch?nleber","100% Riesling","Germany / Nahe","Contains sulfites","White wine","Nahe","Germany",87210,12,"German Riesling","WMaNS-5XTkOGiM2SiyWdgw_pb_x600.png"
726,"Frauenberg Riesling GG2015","Battenfeld Spanier","100% Riesling","Germany / Rheinhessen","Contains sulfites","White wine","Rheinhessen","Germany",61738,12.5,"German Riesling","w5_lxJD9SgKowpj-uPuAcQ_pb_x600.png"
727,"Pettenthal Riesling GG2014","K?hling-Gillot","100% Riesling","Germany / Rheinhessen","Contains sulfites, egg allergens, milk allergens","White wine","Rheinhessen","Germany",59526,12.5,"German Riesling","5_zo7EDfSh24FLcI-ONgGw_pb_x600.png"
728,"Niederh?user Hermannsh?hle Riesling Sp?tlese2018","D?nnhoff","100% Riesling","Germany / Nahe","Contains sulfites","White wine","Nahe","Germany",49873,8,"German Riesling","ex5cxS0sRbOJYoxLfl3XKA_pb_x600.png"
729,"Uhlen L Laubach2017","Heymann-L?wenstein","100% Riesling","Germany / Mosel","Contains sulfites","White wine","Mosel","Germany",71189,12,"German Riesling","zj1pW_hqTJ63d60Bo0G3TQ_pb_x600.png"
730,"Wehlener Sonnenuhr Riesling Kabinett2018","Joh. Jos. Pr?m","100% Riesling","Germany / Mosel / Wehlen","Contains sulfites","White wine","Wehlen","Germany",47460,9.5,"German Riesling","MVRCyPFfRwa2Z6BLPC-AKg_pb_x600.png"
731,"Ruppertsberger Reiterpfad Riesling2015","Von Winning","Riesling","Germany / Pfalz","Contains sulfites","White wine","Pfalz","Germany",64810,12,"German Riesling","ffztPn3LRRWuyYdOohBDEg_pb_x600.png"
732,"Two Princes Riesling2017","Prinz Salm","100% Riesling","Germany / Rheinhessen","Contains sulfites, egg allergens","White wine","Rheinhessen","Germany",51880,10,"German Riesling","y2X6heztSeeFyVgtZNgTpA_pb_x600.png"
733,"Recher Herrenberg Sp?tburgunder2008","Jean Stodden","100% Pinot Noir","Germany / Ahr","Contains sulfites","Red wine","Ahr","Germany",58386,,"German Sp?tburgunder","rY3zYrx_RKGz6Bm0WNDNvg_pb_x600.png"
734,"Hofberg Sp?tlese Riesling2015","A. J. Adam","100% Riesling","Germany / Mosel / Dhron","Contains sulfites","Dessert wine","Dhron","Germany",36131,,"German Riesling","YYbw9DFwQTqC6U0hSrYGDw_pb_x600.png"
735,"Josephsh?fer GG2015","Reichsgraf von Kesselstatt","100% Riesling","Germany / Mosel","Contains sulfites, egg allergens","White wine","Mosel","Germany",57649,12.5,"German Riesling","6uK3XH_HQC2pALd3VqUXjA_pb_x600.png"
736,"Riesling Kabinett Blue Slate2018","Dr. Loosen","100% Riesling","Germany / Mosel","Contains sulfites","White wine","Mosel","Germany",60000,,"German Riesling","PoyKo6AgTu637-qBsAYEVQ_pb_x600.png"
737,"Riesling Kabinett Blue Slate2016","Dr. Loosen","100% Riesling","Germany / Mosel","Contains sulfites","White wine","Mosel","Germany",60000,8,"German Riesling","PoyKo6AgTu637-qBsAYEVQ_pb_x600.png"
738,"Riesling Kabinett Blue Slate2017","Dr. Loosen","100% Riesling","Germany / Mosel","Contains sulfites","White wine","Mosel","Germany",60000,,"German Riesling","PoyKo6AgTu637-qBsAYEVQ_pb_x600.png"
739,"Riesling Kabinett Blue Slate2014","Dr. Loosen","100% Riesling","Germany / Mosel","Contains sulfites","White wine","Mosel","Germany",60000,12.5,"German Riesling","PoyKo6AgTu637-qBsAYEVQ_pb_x600.png"
740,"Ben Ry? Passito di Pantelleria2014","Donnafugata","100% Zibibbo","Italy / Terre Siciliane / Moscato di Pantelleria / Passito di Pantelleria","Contains sulfites","Dessert wine","Passito di Pantelleria","Italy",89169,14.4,"","tWuXrj0nRZCum1ezynysLA_pb_x600.png"
741,"Brunello di Montalcino2015","Paradiso di Cacuci","Sangiovese","Italy / Toscana / Brunello di Montalcino","Contains sulfites","Red wine","Brunello di Montalcino","Italy",91163,,"Italian Brunello","WM952rNuQv-_0IYRr4N6AQ_pb_x600.png"
742,"Ben Ry? Passito di Pantelleria2008","Donnafugata","Zibibbo","Italy / Terre Siciliane / Moscato di Pantelleria / Passito di Pantelleria","Contains sulfites","Dessert wine","Passito di Pantelleria","Italy",87142,,"","tWuXrj0nRZCum1ezynysLA_pb_x600.png"
743,"Pieve Santa Restituta Brunello di Montalcino2015","Gaja","100% Sangiovese","Italy / Toscana / Brunello di Montalcino","Contains sulfites","Red wine","Brunello di Montalcino","Italy",89489,14.5,"Italian Brunello","ozm8avtARJ6zzHFGHwhkPw_pb_x600.png"
744,"Pieve Santa Restituta Brunello di Montalcino2016","Gaja","100% Sangiovese","Italy / Toscana / Brunello di Montalcino","Contains sulfites","Red wine","Brunello di Montalcino","Italy",82250,14.5,"Italian Brunello","ozm8avtARJ6zzHFGHwhkPw_pb_x600.png"
745,"Pieve Santa Restituta Brunello di Montalcino2014","Gaja","100% Sangiovese","Italy / Toscana / Brunello di Montalcino","Contains sulfites","Red wine","Brunello di Montalcino","Italy",86607,15,"Italian Brunello","ozm8avtARJ6zzHFGHwhkPw_pb_x600.png"
746,"Rossj-Bass Langhe2017","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",83725,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
747,"Rossj-Bass Langhe2018","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",89489,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
748,"Vigna del Sorbo Gran Selezione Chianti Classico2015","Fontodi","100% Sangiovese","Italy / Toscana / Chianti / Chianti Classico","Contains sulfites","Red wine","Chianti Classico","Italy",93713,15,"Italian Chianti","tfFnZomGTou-nv29pWNRIg_pb_x600.png"
749,"Sito Moresco Langhe2018","Gaja","35% Nebbiolo, 25% Merlot, 25% Barbera, 15% Cabernet Sauvignon","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","Red wine","Langhe","Italy",59257,14,"Northern Italy Red","GA5vHCgZQyCwLyH9ZXQxtg_pb_x600.png"
750,"Brunello di Montalcino2001","Fattoria dei Barbi","100% Sangiovese","Italy / Toscana / Brunello di Montalcino","Contains sulfites","Red wine","Brunello di Montalcino","Italy",85116,,"Italian Brunello","68HJ6fI1QPq1KygYaRyjqQ_pb_x600.png"
751,"Tenuta Guado al Tasso Il Bruciato Bolgheri2018","Antinori","100% Cabernet Sauvignon","Italy / Toscana / Bolgheri","Contains sulfites","Red wine","Bolgheri","Italy",80000,13,"Italian Bolgheri","YPeYW5oyS-KTDLu8oPJcSA_pb_x600.png"
752,"Brunello di Montalcino2011","Argiano","100% Sangiovese","Italy / Toscana / Brunello di Montalcino","Contains sulfites","Red wine","Brunello di Montalcino","Italy",85116,14.5,"Italian Brunello","3kAHBTQ5R-mEbVPTMh_ENQ_pb_x600.png"
753,"Ca'Marcanda Magari2017","Gaja","60% Cabernet Franc, 30% Cabernet Sauvignon, 10% Petit Verdot","Italy / Toscana / Bolgheri","Contains sulfites, egg allergens, milk allergens","Red wine","Bolgheri","Italy",83456,14.5,"Italian Bolgheri","j6jH6UQ4TsGjVobJuYb09g_pb_x600.png"
754,"Ca'Marcanda Promis Toscana2018","Gaja","55% Merlot, 35% Shiraz/Syrah, 10% Sangiovese","Italy / Toscana","Contains sulfites, egg allergens, milk allergens","Red wine","Toscana","Italy",49471,14,"Tuscan Red","BsqMgUiTSfaWR_lE8MJAqQ_pb_x600.png"
755,"Barolo del Comune di Serralunga d'Alba2015","Ferdinando Principiano","100% Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",49269,13.5,"Italian Barolo","B8X4iYhAS7uC8ZVZDHEBmw_pb_x600.png"
756,"Cascinetta Moscato d'Asti2018","Vietti","100% Moscato Bianco","Italy / Piemonte / Moscato d'Asti","Contains sulfites","Sparkling wine","Moscato d'Asti","Italy",32425,5.5,"Italian Moscato d'Asti","oFLBf2lSTiqefNRdHShgog_pb_x600.png"
757,"Cascinetta Moscato d'Asti2019","Vietti","100% Moscato Bianco","Italy / Piemonte / Moscato d'Asti","Contains sulfites","Sparkling wine","Moscato d'Asti","Italy",35668,5.5,"Italian Moscato d'Asti","oFLBf2lSTiqefNRdHShgog_pb_x600.png"
758,"Slatnik2018","Radikon","100% Chardonnay","Italy / Friuli-Venezia Giulia","Contains sulfites","White wine","Friuli-Venezia Giulia","Italy",43572,13,"Northern Italy White","wEmXp0X2QLW1jSJsRq6Fkw_pb_x600.png"
759,"Costasera Amarone della Valpolicella Classico2001","Masi","100% Corvina","Italy / Veneto / Valpolicella / Amarone della Valpolicella / Amarone della Valpolicella Classico","Contains sulfites","Red wine","Amarone della Valpolicella Classico","Italy",51750,,"Italian Amarone","Z8v3x-kOQEmY4qO_Az96_Q_pb_x600.png"
760,"Giallo d'Arles Greco di Tufo2017","Quintodecimo","100% Greco","Italy / Campania / Greco di Tufo","Contains sulfites","White wine","Greco di Tufo","Italy",93222,13.5,"Southern Italy White","OKkK5e2tQBK1fDmhznQ2fA_pb_x600.png"
761,"Franciacorta Gran Cuv?e Sat?n","Bellavista","Chardonnay, Pinot Blanc, Pinot Nero","Italy / Lombardia / Franciacorta","Contains sulfites","Sparkling wine","Franciacorta","Italy",74367,,"","_8JXEFg4RD6Wr5CoSfK9iA_pb_x600.png"
762,"Confronto2014","Collefrisio","Montepulciano, Primitivo","Italy / Abruzzo","Contains sulfites","Red wine","Abruzzo","Italy",79441,,"Central Italy Red","71CYqzF5SaGYzU8-UIn9xA_pb_x600.png"
763,"Sul Vulcano Etna Bianco2017","Donnafugata","100% Carricante","Italy / Terre Siciliane / Etna","Contains sulfites","White wine","Etna","Italy",64850,13,"Southern Italy White","YNUYA1pETQOBymqDxV0mtA_pb_x600.png"
764,"Pinot Grigio2018","Radikon","100% Pinot Grigio","Italy / Friuli-Venezia Giulia","Contains sulfites","White wine","Friuli-Venezia Giulia","Italy",43572,,"Northern Italy Pinot Grigio","PWDp7SUiSsuE_-x9S5d8VA_pb_x600.png"
765,"Parcela ?nica Escolha2018","Anselmo Mendes","100% Albari?o","Portugal / Minho / Vinho Verde / Mon??o e Melga?o","Contains sulfites","White wine","Mon??o e Melga?o","Portugal",58507,13,"Portuguese Vinho Verde White","r1cW5QnwThu8GPWesgUv_g_pb_x600.png"
766,"Talentvs Porto2016","Seara d'Ordens","Touriga Nacional, Touriga Franca, Tinta Barroca","Portugal / Duriense / Porto","Contains sulfites","Fortified Wine","Porto","Portugal",75107,,"Portuguese Port","Z0cfb4WcTHiNelLi8XATrw_150x200.jpg"
767,"Reserva Vinhas Velhas2016","Quinta do Crasto","100% Touriga Nacional","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",53065,14.5,"Portuguese Douro Red","8xuw85r3QoOfiAjHGnAGsg_pb_x600.png"
768,"Reserva Vinhas Velhas2017","Quinta do Crasto","100% Shiraz/Syrah","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",47622,14,"Portuguese Douro Red","8xuw85r3QoOfiAjHGnAGsg_pb_x600.png"
769,"Douro2017","Roquette & Cazes","100% Touriga Nacional","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",44901,14.5,"Portuguese Douro Red","0Zt_NIzYT1ySoKlRQRY6LQ_pb_x600.png"
770,"Parcela ?nica Escolha2017","Anselmo Mendes","100% Alvarinho","Portugal / Minho / Vinho Verde / Mon??o e Melga?o","Contains sulfites","White wine","Mon??o e Melga?o","Portugal",58507,13,"Portuguese Vinho Verde White","r1cW5QnwThu8GPWesgUv_g_pb_x600.png"
771,"Port Tawny Colheita2005","Quinta do Noval","100% Touriga Nacional","Portugal / Duriense / Porto","Contains sulfites","Fortified Wine","Porto","Portugal",75949,20,"Colheita Port","jyuwaX9rTniqvT8Yf6GQqQ_pb_x600.png"
772,"Vintage Port2011","Quinta Casa Amarela","Touriga Nacional, Touriga Franca, Tinta Roriz","Portugal / Duriense / Porto","Contains sulfites","Fortified Wine","Porto","Portugal",93884,20,"Vintage Port","hVnhdXH2Q3qGFNvLORZmlw_150x200.jpg"
773,"Reserva Vinhas Velhas2015","Quinta do Crasto","100% Touriga Nacional","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",55786,14.5,"Portuguese Douro Red","8xuw85r3QoOfiAjHGnAGsg_pb_x600.png"
774,"Reserva Vinhas Velhas2014","Quinta do Crasto","Shiraz/Syrah","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",58507,14.5,"Portuguese Douro Red","8xuw85r3QoOfiAjHGnAGsg_pb_x600.png"
775,"Reserva Vinhas Velhas2012","Quinta do Crasto","Shiraz/Syrah","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",61229,14,"Portuguese Douro Red","8xuw85r3QoOfiAjHGnAGsg_pb_x600.png"
776,"Reserva Vinhas Velhas2013","Quinta do Crasto","Shiraz/Syrah","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",61229,14.5,"Portuguese Douro Red","8xuw85r3QoOfiAjHGnAGsg_pb_x600.png"
777,"Reserva Vinhas Velhas2011","Quinta do Crasto","Shiraz/Syrah","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",69392,,"Portuguese Douro Red","8xuw85r3QoOfiAjHGnAGsg_pb_x600.png"
778,"Porto 20 Years Old TawnyN.V.","Niepoort","Tinta Amarela, Tinta C?o, Souzao, Tinta Francisca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao","Portugal / Duriense / Porto","Contains sulfites","Fortified Wine","Porto","Portugal",80172,20,"Tawny Port","AD9yD_4PRJiwy-7ZJgr5EQ_pb_x600.png"
779,"Douro2016","Roquette & Cazes","Touriga Nacional","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",47622,,"Portuguese Douro Red","0Zt_NIzYT1ySoKlRQRY6LQ_pb_x600.png"
780,"Monte Me?o Vinha dos Novos2013","Quinta do Vale Me?o","Touriga Nacional","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",42180,13.5,"Portuguese Douro Red","Kssf7rhaSnm3maITEemL5A_pb_x600.png"
781,"Alentejano Moon Harvested2014","Herdade dos Grous","100% Alicante Bouschet","Portugal / Alentejano","Contains sulfites","Red wine","Alentejano","Portugal",46262,15,"Portuguese Alentejo Red","Dbxh54pnQo-V3nwWoHxHcA_pb_x600.png"
782,"Monte Me?o Vinha dos Novos2012","Quinta do Vale Me?o","Touriga Nacional","Portugal / Duriense / Douro","Contains sulfites","Red wine","Douro","Portugal",69392,14,"Portuguese Douro Red","Kssf7rhaSnm3maITEemL5A_pb_x600.png"
783,"Alentejano Moon Harvested2015","Herdade dos Grous","Alicante Bouschet","Portugal / Alentejano","Contains sulfites, egg allergens, milk allergens","Red wine","Alentejano","Portugal",44901,15,"Portuguese Alentejo Red","Dbxh54pnQo-V3nwWoHxHcA_pb_x600.png"
784,"Alentejano Moon Harvested2017","Herdade dos Grous","100% Alicante Bouschet","Portugal / Alentejano","Contains sulfites, egg allergens, milk allergens","Red wine","Alentejano","Portugal",51704,15,"Portuguese Alentejo Red","Dbxh54pnQo-V3nwWoHxHcA_pb_x600.png"
785,"Principal Reserva Bairrada2010","Colinas de S?o Louren?o","Shiraz/Syrah, Cabernet Sauvignon, Touriga Nacional","Portugal / Beiras / Bairrada","Contains sulfites","Red wine","Bairrada","Portugal",72940,,"Northern Portugal Red","i_a7GUH6Rsud-_HxDu44Rg_pb_x600.png"
786,"23 Barricas Touriga Nacional - Syrah Alentejano2014","Herdade dos Grous","Shiraz/Syrah, Touriga Nacional","Portugal / Alentejano","Contains sulfites","Red wine","Alentejano","Portugal",40819,,"Portuguese Alentejo Red","od9lwSpdSJK_ExYw33SOdA_pb_x600.png"
787,"Reserva Especial Tinto2012","Quinta da Alameda","Touriga Nacional, Tinta Roriz, Alfrocheiro Preto, Jaen","Portugal / Beiras / D?o","Contains sulfites","Red wine","D?o","Portugal",40819,,"Portuguese D?o Red","ZGmEOxkeTuOXkaUcBVoxjw_pb_x600.png"
788,"Silval Vintage Port2003","Quinta do Noval","100% Touriga Nacional","Portugal / Duriense / Porto","Contains sulfites","Fortified Wine","Porto","Portugal",53090,19.5,"Single Quinta Vintage Port","KCWItMd3Q9yyiw3Wl2vnpQ_pb_x600.png"
789,"Pinot Noir2012","Dom Bella","Pinot Noir","Portugal / Beiras / D?o","Contains sulfites","Red wine","D?o","Portugal",113500,,"Portuguese D?o Red","mzYl-ZhdSwKayKrecc_gEQ_150x200.jpg"
790,"Ribera del Duero2016","Ali?n","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",93713,15,"Spanish Ribera Del Duero Red","9PHai5l2R2mVAOFdAN1HvQ_pb_x600.png"
791,"Prado Enea Gran Reserva2014","Muga","100% Tempranillo","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",66229,13.5,"Spanish Rioja Red","K1sV2MOLTfyVJxpmraJwTA_pb_x600.png"
792,"Cuv?e N Vi?as Viejas2015","Casa Castillo","100% Monastrell","Spain / Murcia / Jumilla","Contains sulfites","Red wine","Jumilla","Spain",97869,15.5,"Spanish Red","MnhaTMSzStCTUkIX44yspA_pb_x600.png"
793,"Pago de Santa Cruz2018","Vi?a Sastre","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",53560,14.5,"Spanish Ribera Del Duero Red","4eUbm0qoQjyksoS2O9aX4w_pb_x600.png"
794,"5¨¬ A?o Ribera del Duero Tinto2016","Tom?s Postigo","Cabernet Sauvignon, Merlot, Tinto Fino","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",61604,15,"Spanish Ribera Del Duero Red","aejhK6DxSRud4LYwCUmBgg_pb_x600.png"
795,"La Bienquerida2018","Losada","100% Mencia","Spain / Castilla y Le?n / Bierzo","Contains sulfites","Red wine","Bierzo","Spain",53493,14.5,"Spanish Mencia","FZmnH5_eTcqVIm_gM0oA5w_pb_x600.png"
796,"Ribera del Duero2014","Ali?n","100% Tinto Fino","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites, egg allergens, milk allergens","Red wine","Ribera del Duero","Spain",99477,14.5,"Spanish Ribera Del Duero Red","9PHai5l2R2mVAOFdAN1HvQ_pb_x600.png"
797,"Toro2014","Pintia","100% Tempranillo","Spain / Castilla y Le?n / Toro","Contains sulfites","Red wine","Toro","Spain",85720,14,"Spanish Toro Red","m-8vitNQSra7SXX1XUkLng_pb_x600.png"
798,"Ribera del Duero2015","Ali?n","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",99477,14,"Spanish Ribera Del Duero Red","9PHai5l2R2mVAOFdAN1HvQ_pb_x600.png"
799,"Tinto2017","Pago de Carraovejas","94% Tinto Fino, 4% Cabernet Sauvignon, 2% Merlot","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",44242,14.5,"Spanish Ribera Del Duero Red","388WZvIkRNO3hu9vpbHAvA_pb_x600.png"
800,"Toro2015","Pintia","100% Tinta de toro","Spain / Castilla y Le?n / Toro","Contains sulfites","Red wine","Toro","Spain",77556,15,"Spanish Toro Red","m-8vitNQSra7SXX1XUkLng_pb_x600.png"
801,"Tinto2018","Pago de Carraovejas","90% Tempranillo, 6% Cabernet Sauvignon, 4% Merlot","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",44242,14.5,"Spanish Ribera Del Duero Red","388WZvIkRNO3hu9vpbHAvA_pb_x600.png"
802,"Garnacha2017","Alto Moncayo","100% Grenache","Spain / Arag?n / Campo de Borja","Contains sulfites","Red wine","Campo de Borja","Spain",94651,16,"Spanish Grenache","zn3ggvroQZuY1eb46GLKOw_pb_x600.png"
803,"Dalmau Rioja2014","Marqu?s de Murrieta","100% Tempranillo","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",77759,14.5,"Spanish Rioja Red","N5unnXb8S0mtR8sXF9DESQ_pb_x600.png"
804,"Toro2016","Pintia","100% Tinta de toro","Spain / Castilla y Le?n / Toro","Contains sulfites","Red wine","Toro","Spain",66765,15,"Spanish Toro Red","m-8vitNQSra7SXX1XUkLng_pb_x600.png"
805,"Torre Muga2016","Muga","100% Tempranillo","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",88417,14.6,"Spanish Rioja Red","GpOndsWVRFeNzWTfI8LucA_pb_x600.png"
806,"Priorat Clos Martinet2014","Martinet","Shiraz/Syrah, Merlot, Cabernet Sauvignon, Carignan, Grenache","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",87210,14.5,"Spanish Priorat Red","skJbTBICRjSUTVDJHWdyLA_pb_x600.png"
807,"Ribera del Duero2017","Ali?n","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",93578,15,"Spanish Ribera Del Duero Red","9PHai5l2R2mVAOFdAN1HvQ_pb_x600.png"
808,"Regina Vides Ribera del Duero2014","Vi?a Sastre","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",98807,,"Spanish Ribera Del Duero Red","NXSFSV_6T7i2VwZQs8CeUQ_pb_x600.png"
